"time","device_id","lat","lng","accuracy","activity_1","activity_1_conf","activity_2","activity_2_conf","activity_3","activity_3_conf"
"2016-08-26 13:30:52.344",8,60.21121,25.080323,3.90000009536743,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 13:30:53.612",2,60.168722,24.930133,78.8099975585938,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:31:01.66",5,60.238913,25.109795,5,"WALKING",77,"ON_BICYCLE",23,"UNKNOWN",0
"2016-08-26 13:31:03.242",8,60.211377,25.080201,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:13.631",6,60.214778,25.088938,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:14.662",8,60.211459,25.080069,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:16.36",4,60.189189,24.966693,27,"IN_VEHICLE",92,"STILL",8,"UNKNOWN",0
"2016-08-26 13:31:22.693",5,60.239037,25.110292,5,"WALKING",77,"ON_BICYCLE",23,"UNKNOWN",0
"2016-08-26 13:31:24.626",6,60.214939,25.08963,5,"IN_VEHICLE",60,"STILL",35,"UNKNOWN",5
"2016-08-26 13:31:25.075",8,60.21155,25.07991,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:26.626",3,60.18808,24.962739,15,"UNKNOWN",71,"STILL",20,"IN_VEHICLE",6
"2016-08-26 13:31:26.934",4,60.187441,24.977716,26,"IN_VEHICLE",38,"UNKNOWN",31,"STILL",23
"2016-08-26 13:31:33.677",5,60.239165,25.110626,5,"WALKING",77,"ON_BICYCLE",23,"UNKNOWN",0
"2016-08-26 13:31:33.818",2,60.16959,24.933861,45,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:31:34.631",6,60.215252,25.09064,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:35.091",8,60.211601,25.079647,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:36.752",4,60.187734,24.960748,30,"IN_VEHICLE",38,"UNKNOWN",31,"STILL",23
"2016-08-26 13:31:42.244",1,60.169601,24.933881,39,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:31:43.691",5,60.239227,25.110872,5,"ON_BICYCLE",46,"WALKING",38,"RUNNING",9
"2016-08-26 13:31:45.628",6,60.215447,25.091672,5,"IN_VEHICLE",54,"UNKNOWN",23,"STILL",15
"2016-08-26 13:31:53.705",5,60.239306,25.111087,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 13:31:55.629",6,60.215739,25.093387,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:31:57.184",4,60.187741,24.960834,70.8880004882812,"WALKING",62,"IN_VEHICLE",15,"UNKNOWN",15
"2016-08-26 13:32:02.486",1,60.169459,24.933228,46.5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:32:04.054",2,60.169414,24.932802,39,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:32:04.676",5,60.239437,25.111354,5,"WALKING",77,"ON_BICYCLE",23,"UNKNOWN",0
"2016-08-26 13:32:06.62",6,60.21604,25.095256,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:32:09.636",3,60.188023,24.962716,11,"STILL",46,"UNKNOWN",32,"IN_VEHICLE",18
"2016-08-26 13:32:12.566",1,60.16923,24.932414,40.5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:32:15.665",5,60.239553,25.111586,5,"WALKING",77,"ON_BICYCLE",23,"UNKNOWN",0
"2016-08-26 13:32:17.616",6,60.216342,25.096397,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:32:26.677",5,60.239631,25.111896,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 13:32:27.643",6,60.216474,25.097057,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:32:37.669",6,60.216529,25.09714,5,"IN_VEHICLE",62,"STILL",38,"UNKNOWN",0
"2016-08-26 13:32:37.69",5,60.239708,25.112137,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 13:32:38.553",4,60.18774,24.960785,73.1549987792969,"IN_VEHICLE",46,"UNKNOWN",33,"WALKING",10
"2016-08-26 13:32:48.621",6,60.216679,25.097431,5,"IN_VEHICLE",54,"STILL",38,"WALKING",8
"2016-08-26 13:32:48.673",5,60.239675,25.112412,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 13:32:58.628",6,60.21717,25.098765,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:32:59.653",5,60.239758,25.112065,10,"WALKING",52,"ON_BICYCLE",45,"IN_VEHICLE",2
"2016-08-26 13:33:03.133",1,60.169314,24.932703,49.5,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:33:09.064",2,60.169153,24.932165,40.5,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:33:09.615",6,60.217836,25.100529,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:33:19.619",6,60.218267,25.101858,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:33:23.897",1,60.169299,24.932337,18,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:33:30.618",6,60.218626,25.102535,5,"IN_VEHICLE",92,"STILL",8,"UNKNOWN",0
"2016-08-26 13:33:39.275",2,60.169022,24.932263,14,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:33:41.623",6,60.219216,25.101649,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:33:49.627",2,60.169096,24.932081,7,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:33:50.222",8,60.209179,25.081413,822,"STILL",90,"IN_VEHICLE",10,"UNKNOWN",0
"2016-08-26 13:33:51.628",6,60.219559,25.100992,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:33:55.899",1,60.169118,24.931953,163,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:33:59.63",2,60.169137,24.932058,8,"ON_BICYCLE",75,"IN_VEHICLE",5,"STILL",5
"2016-08-26 13:34:01.891",6,60.219772,25.100278,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:34:09.671",2,60.169137,24.932057,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:34:30.388",4,60.187771,24.961135,21.2119998931885,"WALKING",56,"IN_VEHICLE",18,"UNKNOWN",15
"2016-08-26 13:34:32.625",6,60.219883,25.10001,5,"IN_VEHICLE",54,"STILL",31,"ON_BICYCLE",8
"2016-08-26 13:34:36.038",1,60.168579,24.92993,20,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:34:43.633",6,60.21989,25.099258,5,"IN_VEHICLE",60,"STILL",35,"WALKING",4
"2016-08-26 13:34:48.716",5,60.237657,25.103273,96,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:34:54.617",6,60.219986,25.097375,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:34:59.642",5,60.237555,25.099075,15,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:35:04.618",6,60.220588,25.095938,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:35:05.922",1,60.168436,24.930308,11,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:35:10.646",5,60.237772,25.095027,15,"IN_VEHICLE",85,"STILL",15,"UNKNOWN",0
"2016-08-26 13:35:14.619",6,60.221162,25.094601,5,"IN_VEHICLE",85,"ON_BICYCLE",8,"STILL",8
"2016-08-26 13:35:22.805",2,60.169136,24.932058,5,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:35:23.764",4,60.187948,24.960836,20,"WALKING",44,"IN_VEHICLE",27,"UNKNOWN",27
"2016-08-26 13:35:25.616",6,60.221977,25.093365,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:35:30.708",3,60.188,24.962635,5,"UNKNOWN",77,"IN_VEHICLE",16,"STILL",8
"2016-08-26 13:35:33.801",4,60.187915,24.960621,11,"WALKING",44,"IN_VEHICLE",27,"UNKNOWN",27
"2016-08-26 13:35:35.619",6,60.222786,25.093385,5,"IN_VEHICLE",85,"UNKNOWN",15,"UNKNOWN",0
"2016-08-26 13:35:43.892",4,60.187821,24.960662,10,"WALKING",44,"IN_VEHICLE",27,"UNKNOWN",27
"2016-08-26 13:35:45.642",6,60.22341,25.09366,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:35:48.9",1,60.168384,24.930226,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:35:56.615",6,60.223513,25.093663,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:36:04.805",4,60.187896,24.960523,10,"WALKING",44,"IN_VEHICLE",27,"UNKNOWN",27
"2016-08-26 13:36:06.619",6,60.223804,25.093549,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:36:09.903",1,60.168381,24.929994,8,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:36:15.81",4,60.188038,24.960583,8,"WALKING",44,"IN_VEHICLE",27,"UNKNOWN",27
"2016-08-26 13:36:17.617",6,60.224367,25.094584,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:36:19.899",1,60.168199,24.930143,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:36:25.839",4,60.187949,24.960511,10,"UNKNOWN",44,"IN_VEHICLE",25,"STILL",19
"2016-08-26 13:36:28.62",6,60.224694,25.096483,5,"IN_VEHICLE",62,"UNKNOWN",31,"STILL",8
"2016-08-26 13:36:29.901",1,60.16805,24.930281,8,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:36:35.839",4,60.187864,24.960398,8,"UNKNOWN",44,"IN_VEHICLE",25,"STILL",19
"2016-08-26 13:36:38.622",6,60.224547,25.098395,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:36:40.899",1,60.167928,24.930408,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:36:49.635",6,60.2245,25.100282,10,"IN_VEHICLE",85,"ON_BICYCLE",8,"UNKNOWN",8
"2016-08-26 13:36:51.896",1,60.167856,24.930761,9,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:36:52.453",2,60.169136,24.932059,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:36:52.712",3,60.18768,24.961496,13,"STILL",37,"IN_VEHICLE",25,"ON_BICYCLE",23
"2016-08-26 13:36:56.818",4,60.187793,24.960412,7,"IN_VEHICLE",42,"UNKNOWN",23,"WALKING",18
"2016-08-26 13:37:00.625",6,60.224741,25.102108,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:01.896",1,60.167751,24.931022,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:37:02.735",3,60.186981,24.961129,14,"STILL",37,"IN_VEHICLE",25,"ON_BICYCLE",23
"2016-08-26 13:37:06.822",4,60.18766,24.960427,4,"IN_VEHICLE",42,"UNKNOWN",23,"WALKING",18
"2016-08-26 13:37:11.62",6,60.224766,25.102509,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:11.9",1,60.167664,24.931321,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:37:13.726",3,60.186525,24.961184,16,"STILL",37,"IN_VEHICLE",25,"ON_BICYCLE",23
"2016-08-26 13:37:15.71",5,60.228043,25.074059,96,"IN_VEHICLE",92,"UNKNOWN",8,"UNKNOWN",0
"2016-08-26 13:37:17.797",4,60.187537,24.960471,5,"WALKING",92,"ON_BICYCLE",5,"RUNNING",3
"2016-08-26 13:37:22.623",6,60.225336,25.102996,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:22.905",1,60.167758,24.931379,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:37:23.634",2,60.167812,24.927401,28,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:37:24.731",3,60.185856,24.960977,21,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:26.631",5,60.225986,25.074632,96,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:28.761",4,60.187506,24.960718,13,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:33.616",6,60.226289,25.103013,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:33.83",2,60.167462,24.927399,18,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:37:33.906",1,60.167842,24.931389,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:37:35.923",3,60.185711,24.960792,16,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:38.805",4,60.187644,24.960926,19,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:43.619",6,60.226934,25.102778,5,"IN_VEHICLE",85,"UNKNOWN",8,"RUNNING",8
"2016-08-26 13:37:43.901",1,60.167886,24.931376,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:37:44.816",2,60.166944,24.927353,12,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:37:48.83",4,60.187672,24.961165,11,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:53.618",6,60.227137,25.103076,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:54.891",1,60.167853,24.931325,6,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:37:55.633",2,60.16587,24.926746,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:37:56.957",3,60.185123,24.960432,14,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:37:59.786",4,60.187566,24.961289,8,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:38:05.817",2,60.165575,24.926514,5,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:38:07.909",3,60.184202,24.959514,12,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:38:18.747",3,60.183528,24.95855,14,"IN_VEHICLE",50,"UNKNOWN",33,"STILL",12
"2016-08-26 13:38:25.618",6,60.227487,25.1034,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:38:26.887",1,60.167836,24.931315,10,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:38:29.733",3,60.183089,24.957516,14,"IN_VEHICLE",54,"UNKNOWN",23,"ON_BICYCLE",15
"2016-08-26 13:38:35.619",6,60.227995,25.102628,10,"IN_VEHICLE",68,"STILL",25,"UNKNOWN",6
"2016-08-26 13:38:37.628",2,60.165591,24.926565,11,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:38:45.623",6,60.22855,25.101388,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:38:55.671",6,60.228914,25.100559,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:38:57.634",2,60.165503,24.92643,10,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:39:04.643",4,60.187779,24.96116,34.5,"STILL",31,"WALKING",25,"IN_VEHICLE",23
"2016-08-26 13:39:06.634",6,60.229575,25.099243,5,"IN_VEHICLE",77,"UNKNOWN",23,"UNKNOWN",0
"2016-08-26 13:39:08.641",2,60.164957,24.925348,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:39:16.638",6,60.229857,25.099026,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:39:18.811",2,60.164725,24.923239,13,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:39:22.73",3,60.182781,24.956892,13,"IN_VEHICLE",43,"STILL",37,"UNKNOWN",11
"2016-08-26 13:39:26.638",6,60.229958,25.09938,5,"IN_VEHICLE",77,"STILL",8,"UNKNOWN",8
"2016-08-26 13:39:28.817",2,60.164595,24.920728,13,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:39:32.739",3,60.18268,24.956628,15,"IN_VEHICLE",31,"ON_BICYCLE",31,"UNKNOWN",15
"2016-08-26 13:39:38.818",2,60.164417,24.918,15,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:39:42.919",3,60.182009,24.955418,12,"UNKNOWN",42,"IN_VEHICLE",35,"WALKING",16
"2016-08-26 13:39:45.423",4,60.187777,24.961148,21.9400005340576,"WALKING",95,"IN_VEHICLE",3,"UNKNOWN",3
"2016-08-26 13:39:48.612",6,60.229988,25.09946,5,"IN_VEHICLE",77,"STILL",8,"UNKNOWN",8
"2016-08-26 13:39:49.775",2,60.164372,24.916371,24,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:39:52.923",3,60.181488,24.953733,15,"UNKNOWN",42,"IN_VEHICLE",35,"WALKING",16
"2016-08-26 13:39:59.599",6,60.230525,25.100321,5,"IN_VEHICLE",71,"STILL",29,"UNKNOWN",0
"2016-08-26 13:40:03.722",3,60.180822,24.951893,15,"UNKNOWN",42,"IN_VEHICLE",35,"WALKING",16
"2016-08-26 13:40:09.638",6,60.23132,25.100613,5,"IN_VEHICLE",69,"UNKNOWN",15,"STILL",8
"2016-08-26 13:40:09.814",2,60.164397,24.916473,18,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:40:20.644",6,60.232075,25.099474,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:40:31.628",6,60.233004,25.099449,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:40:40.642",2,60.164459,24.91498,14,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:40:42.62",6,60.233955,25.099841,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:40:45.731",3,60.180724,24.951713,12,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:40:46.368",4,60.187793,24.961208,28.4650001525879,"STILL",54,"UNKNOWN",27,"IN_VEHICLE",18
"2016-08-26 13:40:51.634",2,60.164355,24.912543,14,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:40:53.616",6,60.234825,25.100335,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:40:55.743",3,60.180304,24.950619,11,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:41:01.644",2,60.16424,24.910303,16,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:41:03.657",6,60.235481,25.101245,5,"IN_VEHICLE",85,"ON_BICYCLE",8,"UNKNOWN",8
"2016-08-26 13:41:06.719",3,60.179953,24.950065,13,"IN_VEHICLE",77,"UNKNOWN",15,"WALKING",8
"2016-08-26 13:41:11.808",2,60.164152,24.908954,20,"ON_BICYCLE",75,"IN_VEHICLE",5,"STILL",5
"2016-08-26 13:41:14.61",6,60.236179,25.102221,5,"IN_VEHICLE",85,"ON_BICYCLE",8,"UNKNOWN",8
"2016-08-26 13:41:16.727",3,60.179135,24.950192,15,"IN_VEHICLE",54,"UNKNOWN",38,"WALKING",8
"2016-08-26 13:41:21.783",4,60.187739,24.960763,39.7369995117188,"WALKING",60,"UNKNOWN",21,"STILL",14
"2016-08-26 13:41:24.622",6,60.236782,25.102559,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:41:27.7",3,60.178906,24.950089,10,"IN_VEHICLE",38,"UNKNOWN",23,"ON_BICYCLE",15
"2016-08-26 13:41:32.81",2,60.16424,24.908745,14,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:41:34.627",6,60.237123,25.102894,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:41:39.886",1,60.167875,24.931469,6,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:41:43.806",2,60.164233,24.908527,15,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:41:45.604",6,60.237356,25.104751,5,"IN_VEHICLE",77,"UNKNOWN",23,"UNKNOWN",0
"2016-08-26 13:41:53.81",2,60.164031,24.906613,14,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:41:55.641",6,60.237582,25.106379,5,"IN_VEHICLE",92,"WALKING",8,"UNKNOWN",0
"2016-08-26 13:41:59.733",3,60.179031,24.950116,8,"WALKING",41,"IN_VEHICLE",29,"UNKNOWN",29
"2016-08-26 13:42:03.831",2,60.163641,24.904981,13,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:42:06.62",6,60.23763,25.106801,5,"IN_VEHICLE",38,"STILL",38,"WALKING",15
"2016-08-26 13:42:10.734",3,60.179303,24.950212,6,"WALKING",54,"UNKNOWN",46,"UNKNOWN",0
"2016-08-26 13:42:10.903",1,60.167867,24.93149,8,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:42:14.631",2,60.163547,24.90484,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:42:21.684",3,60.179396,24.950223,5,"WALKING",77,"UNKNOWN",23,"UNKNOWN",0
"2016-08-26 13:42:24.629",2,60.163361,24.904397,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:42:31.919",1,60.167982,24.931542,6,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:42:37.626",6,60.23767,25.107354,5,"STILL",62,"IN_VEHICLE",38,"UNKNOWN",0
"2016-08-26 13:42:41.71",3,60.17931,24.950124,9,"WALKING",77,"UNKNOWN",15,"ON_BICYCLE",8
"2016-08-26 13:42:47.629",6,60.237702,25.108993,5,"STILL",62,"IN_VEHICLE",38,"UNKNOWN",0
"2016-08-26 13:42:56.799",2,60.162988,24.90353,14,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:42:57.639",6,60.237707,25.109634,5,"IN_VEHICLE",92,"STILL",8,"UNKNOWN",0
"2016-08-26 13:43:01.891",1,60.167988,24.931543,10,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:43:03.731",5,60.205715,25.044346,96,"IN_VEHICLE",92,"STILL",8,"UNKNOWN",0
"2016-08-26 13:43:07.635",2,60.162616,24.900689,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:43:07.641",6,60.238142,25.109876,5,"IN_VEHICLE",77,"UNKNOWN",23,"UNKNOWN",0
"2016-08-26 13:43:18.63",6,60.238515,25.109514,10,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:43:18.823",2,60.162167,24.897707,9,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:43:29.608",6,60.238291,25.108634,5,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:43:29.813",2,60.161763,24.894839,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:43:32.896",1,60.16795,24.931421,3,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:43:40.806",2,60.161456,24.892153,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:43:51.808",2,60.161273,24.891461,13,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:43:53.787",5,60.206294,25.044895,25,"WALKING",62,"ON_BICYCLE",23,"UNKNOWN",8
"2016-08-26 13:43:53.905",3,60.180665,24.949815,136,"UNKNOWN",50,"WALKING",35,"IN_VEHICLE",8
"2016-08-26 13:44:05.945",1,60.168258,24.931748,8,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:44:12.624",2,60.161238,24.890358,15,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:44:14.67",5,60.20627,25.044682,5,"WALKING",54,"IN_VEHICLE",23,"ON_BICYCLE",15
"2016-08-26 13:44:16.883",1,60.168673,24.933218,11,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:44:22.629",2,60.161074,24.888582,12,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:44:22.647",6,60.23829,25.108616,5,"WALKING",57,"UNKNOWN",23,"STILL",12
"2016-08-26 13:44:24.765",3,60.179511,24.950092,177,"STILL",52,"IN_VEHICLE",31,"UNKNOWN",17
"2016-08-26 13:44:26.884",1,60.168916,24.933801,13,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:44:32.629",2,60.160732,24.886736,14,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:44:33.618",6,60.238383,25.108757,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:44:36.901",1,60.169086,24.934047,13,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 13:44:38.653",8,60.211119,25.080658,3.90000009536743,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:44:42.631",2,60.160688,24.885683,13,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 13:44:43.626",6,60.238497,25.108825,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 13:44:45.144",3,60.181149,24.949695,172.772994995117,"WALKING",83,"UNKNOWN",17,"UNKNOWN",0
"2016-08-26 13:44:49.952",8,60.210947,25.080631,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
