"time","device_id","lat","lng","accuracy","activity_1","activity_1_conf","activity_2","activity_2_conf","activity_3","activity_3_conf"
"2016-08-26 10:29:18.669",4,60.187779,24.962631,13,"IN_VEHICLE",77,"UNKNOWN",23,"UNKNOWN",0
"2016-08-26 10:29:20.027",1,60.187863,24.974545,8,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:29:21.433",5,60.182918,24.979953,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:29:30.028",1,60.187241,24.977245,42,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:29:32.404",5,60.182879,24.980367,10,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 10:29:34.711",2,60.186901,24.82211,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:29:39.673",4,60.187764,24.962459,9,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:29:42.452",5,60.182845,24.980658,10,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:29:44.897",2,60.186815,24.822445,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:29:47.298",3,60.169551,24.934028,48,"WALKING",85,"ON_BICYCLE",8,"RUNNING",8
"2016-08-26 10:29:51.027",1,60.187242,24.977845,15,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:29:53.46",5,60.182826,24.980939,10,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:29:54.914",2,60.186916,24.82269,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:29:57.838",3,60.169578,24.934749,28,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:00.653",4,60.187711,24.962372,5,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:04.435",5,60.182845,24.981159,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:04.917",2,60.186881,24.822941,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:10.668",4,60.187666,24.962322,4,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:12.034",1,60.187239,24.979375,14,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:30:14.44",5,60.182807,24.981398,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:15.703",2,60.186822,24.823244,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:18.839",3,60.169593,24.934883,5,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:21.259",8,60.199126,24.934002,8,"WALKING",85,"RUNNING",15,"UNKNOWN",0
"2016-08-26 10:30:23.035",1,60.186794,24.983002,21,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:30:25.44",5,60.182637,24.981479,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:26.709",2,60.186761,24.823479,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:29.781",3,60.169615,24.935053,5,"WALKING",95,"STILL",3,"RUNNING",3
"2016-08-26 10:30:31.927",8,60.199157,24.933833,4,"WALKING",85,"RUNNING",15,"UNKNOWN",0
"2016-08-26 10:30:33.031",1,60.18633,24.987399,11,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:37.708",2,60.186674,24.823893,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:39.79",3,60.169607,24.935282,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:42.684",8,60.199167,24.933764,4,"STILL",42,"IN_VEHICLE",33,"UNKNOWN",21
"2016-08-26 10:30:44.031",1,60.185998,24.991719,11,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:47.436",5,60.182531,24.981769,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:47.71",2,60.186586,24.824264,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:49.84",3,60.169615,24.935552,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:53.059",8,60.199258,24.933736,4,"STILL",42,"IN_VEHICLE",33,"UNKNOWN",21
"2016-08-26 10:30:55.03",1,60.186327,24.995991,14,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:30:57.45",5,60.182444,24.982008,5,"WALKING",71,"STILL",21,"IN_VEHICLE",4
"2016-08-26 10:30:58.457",4,60.187781,24.961203,36,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:30:58.753",2,60.186447,24.824595,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:30:59.84",3,60.169607,24.935811,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:03.184",8,60.199489,24.933689,4,"STILL",42,"IN_VEHICLE",33,"UNKNOWN",21
"2016-08-26 10:31:06.028",1,60.186937,25.000134,19,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:31:08.434",5,60.18239,24.982164,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:08.902",2,60.186407,24.824802,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:31:09.85",3,60.169579,24.936086,6,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:16.028",1,60.188158,25.003624,12,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:31:17.086",4,60.187781,24.961197,30,"WALKING",77,"UNKNOWN",15,"ON_BICYCLE",8
"2016-08-26 10:31:18.909",2,60.186385,24.825049,12,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:31:20.786",3,60.169625,24.936356,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:23.247",8,60.199493,24.933688,32,"IN_VEHICLE",29,"ON_BICYCLE",28,"WALKING",20
"2016-08-26 10:31:26.03",1,60.188699,25.007029,12,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:31:28.48",5,60.182256,24.982387,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:29.939",2,60.186303,24.825419,11,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:31:31.848",3,60.169674,24.936609,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:37.026",1,60.188906,25.008952,31,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:31:39.447",5,60.182152,24.982576,5,"WALKING",72,"ON_BICYCLE",20,"RUNNING",5
"2016-08-26 10:31:40.946",2,60.18623,24.825906,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:31:42.8",3,60.169698,24.936897,3.90000009536743,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:49.455",5,60.182059,24.982761,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:51.918",2,60.186177,24.826292,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:31:53.788",3,60.169719,24.937173,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:31:57.029",1,60.188778,25.008412,33,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:31:58.403",8,60.194812,24.934104,65,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:32:00.446",5,60.181953,24.982988,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:32:02.707",2,60.186059,24.826574,9,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:03.828",3,60.169737,24.937359,8,"WALKING",69,"ON_BICYCLE",23,"STILL",8
"2016-08-26 10:32:07.029",1,60.189011,25.009531,14,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:09.302",8,60.192415,24.933927,57,"IN_VEHICLE",85,"STILL",15,"UNKNOWN",0
"2016-08-26 10:32:10.458",5,60.181907,24.98306,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:32:12.709",2,60.185877,24.826714,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:14.793",3,60.169819,24.937657,8,"WALKING",54,"IN_VEHICLE",23,"UNKNOWN",23
"2016-08-26 10:32:17.029",1,60.18931,25.013296,13,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:19.468",8,60.190401,24.934671,25,"IN_VEHICLE",77,"STILL",15,"WALKING",8
"2016-08-26 10:32:23.706",2,60.185766,24.826701,8,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:28.029",1,60.190247,25.017151,14,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:30.96",8,60.188198,24.935706,20,"IN_VEHICLE",85,"STILL",15,"UNKNOWN",0
"2016-08-26 10:32:31.428",5,60.181843,24.983166,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:32:34.703",2,60.185647,24.826629,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:39.033",1,60.191647,25.020508,13,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:41.323",8,60.186122,24.936611,44,"IN_VEHICLE",92,"STILL",8,"UNKNOWN",0
"2016-08-26 10:32:41.441",5,60.181745,24.983284,5,"WALKING",49,"STILL",34,"ON_BICYCLE",11
"2016-08-26 10:32:44.891",2,60.185413,24.826586,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:50.027",1,60.192881,25.023708,12,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:51.458",5,60.181691,24.983388,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:32:54.894",2,60.185235,24.826531,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:32:54.974",4,60.187781,24.961191,30,"IN_VEHICLE",43,"UNKNOWN",25,"WALKING",20
"2016-08-26 10:33:00.028",1,60.193451,25.026847,14,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:02.447",5,60.181577,24.983605,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:33:05.701",2,60.185035,24.826593,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:11.027",1,60.19406,25.02994,33,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:12.457",5,60.181483,24.983753,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:33:15.911",2,60.18487,24.826624,7,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:22.029",1,60.194591,25.032257,111.039001464844,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:22.481",5,60.181394,24.983911,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:33:26.937",2,60.184728,24.826966,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:32.027",1,60.195293,25.035358,209,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:33:33.46",5,60.181361,24.984024,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:33:35.628",4,60.187968,24.964235,168.184997558594,"UNKNOWN",38,"IN_VEHICLE",31,"WALKING",29
"2016-08-26 10:33:37.704",2,60.1846,24.827268,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:44.798",1,60.194679,25.030754,45,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:45.301",3,60.170339,24.939448,80.8430023193359,"WALKING",92,"IN_VEHICLE",8,"UNKNOWN",0
"2016-08-26 10:33:47.865",2,60.18453,24.827534,6,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:54.912",1,60.194866,25.030925,37.5,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:33:58.707",2,60.184408,24.827849,12,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:02.433",8,60.177479,24.94065,99,"IN_VEHICLE",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:34:05.43",5,60.181404,24.984376,5,"UNKNOWN",77,"WALKING",16,"ON_BICYCLE",6
"2016-08-26 10:34:05.992",3,60.170708,24.940292,53.1300010681152,"WALKING",85,"IN_VEHICLE",8,"ON_BICYCLE",8
"2016-08-26 10:34:08.705",2,60.184308,24.828258,14,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:13.131",8,60.176704,24.941056,30,"IN_VEHICLE",92,"STILL",8,"UNKNOWN",0
"2016-08-26 10:34:15.04",1,60.196616,25.033584,18,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:15.437",5,60.181433,24.984616,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:34:18.715",2,60.184261,24.828541,11,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:25.04",1,60.197805,25.035161,20,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:25.443",5,60.181454,24.984819,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:34:29.71",2,60.184171,24.828892,10,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:35.449",5,60.181515,24.985127,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:34:36.041",1,60.199433,25.037268,22,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:37.13",4,60.187458,24.977323,45,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:34:39.918",2,60.18399,24.828744,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:43.329",8,60.174408,24.941832,53,"IN_VEHICLE",85,"STILL",15,"UNKNOWN",0
"2016-08-26 10:34:46.038",1,60.201119,25.039136,15,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:34:46.439",5,60.181613,24.985395,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:34:50.902",2,60.183898,24.828957,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:34:52.563",4,60.187455,24.977307,30,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 10:34:53.645",8,60.173881,24.941893,47,"IN_VEHICLE",69,"STILL",29,"WALKING",2
"2016-08-26 10:34:56.465",5,60.181731,24.985611,5,"WALKING",77,"ON_BICYCLE",15,"RUNNING",8
"2016-08-26 10:34:57.031",1,60.202917,25.040772,31,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:35:00.91",2,60.183906,24.829272,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:35:07.031",1,60.204372,25.042974,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:35:07.455",5,60.181825,24.985889,5,"WALKING",62,"RUNNING",31,"ON_BICYCLE",8
"2016-08-26 10:35:11.896",2,60.183896,24.829369,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:35:17.032",1,60.205188,25.044014,18,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:35:17.452",5,60.18191,24.986119,5,"WALKING",77,"ON_BICYCLE",15,"RUNNING",8
"2016-08-26 10:35:25.415",8,60.173376,24.941882,16,"IN_VEHICLE",69,"STILL",29,"WALKING",2
"2016-08-26 10:35:28.032",1,60.205397,25.044142,14,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:35:28.448",5,60.182004,24.986381,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:35:32.888",2,60.183885,24.829376,4,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:35:33.328",4,60.187909,24.973395,39,"WALKING",77,"ON_BICYCLE",15,"UNKNOWN",8
"2016-08-26 10:35:35.437",8,60.173439,24.942034,14,"STILL",42,"IN_VEHICLE",41,"ON_BICYCLE",14
"2016-08-26 10:35:39.03",1,60.205505,25.044116,10,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:35:39.441",5,60.182094,24.986533,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:35:49.444",5,60.182178,24.986694,5,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 10:35:50.28",4,60.187453,24.977306,30,"WALKING",77,"ON_BICYCLE",15,"UNKNOWN",8
"2016-08-26 10:35:56.588",8,60.173233,24.9421,4,"WALKING",69,"IN_VEHICLE",12,"ON_BICYCLE",8
"2016-08-26 10:35:59.459",5,60.182258,24.986698,5,"WALKING",54,"RUNNING",23,"ON_BICYCLE",15
"2016-08-26 10:36:00.03",1,60.205512,25.04413,17,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:36:03.093",3,60.170728,24.940234,20,"IN_VEHICLE",62,"ON_BICYCLE",15,"STILL",15
"2016-08-26 10:36:07.058",8,60.173105,24.9422,4,"WALKING",62,"ON_BICYCLE",15,"RUNNING",15
"2016-08-26 10:36:17.332",8,60.173003,24.94224,4,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:36:27.661",8,60.172895,24.942203,4,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:36:27.713",4,60.188037,24.973452,43.5,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:36:33.664",3,60.170701,24.939532,53.5820007324219,"ON_BICYCLE",34,"WALKING",31,"IN_VEHICLE",26
"2016-08-26 10:36:38.609",8,60.17281,24.94202,4,"WALKING",77,"RUNNING",15,"ON_BICYCLE",8
"2016-08-26 10:36:42.028",1,60.205514,25.044136,61,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:36:42.441",5,60.18233,24.986571,5,"UNKNOWN",75,"STILL",14,"IN_VEHICLE",12
"2016-08-26 10:36:49.562",8,60.17272,24.941949,4,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:36:50.829",4,60.189035,24.968797,38,"UNKNOWN",50,"IN_VEHICLE",44,"ON_BICYCLE",2
"2016-08-26 10:36:52.037",1,60.205796,25.044578,17,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:37:00.117",8,60.172676,24.941949,4,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 10:37:01.736",4,60.188048,24.972692,11,"IN_VEHICLE",85,"STILL",8,"UNKNOWN",8
"2016-08-26 10:37:03.024",1,60.206129,25.044771,12,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:37:10.278",8,60.172617,24.941908,4,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:37:11.762",4,60.18758,24.975625,11,"IN_VEHICLE",92,"UNKNOWN",8,"UNKNOWN",0
"2016-08-26 10:37:21.239",8,60.172537,24.941897,4,"WALKING",85,"ON_BICYCLE",8,"RUNNING",8
"2016-08-26 10:37:21.787",4,60.187384,24.976678,20,"IN_VEHICLE",85,"STILL",8,"UNKNOWN",8
"2016-08-26 10:37:23.034",1,60.206186,25.04489,4,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:37:23.469",5,60.182262,24.986871,5,"UNKNOWN",40,"STILL",26,"WALKING",20
"2016-08-26 10:37:31.772",8,60.172463,24.94188,5,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:37:32.749",4,60.187427,24.976934,11,"IN_VEHICLE",85,"STILL",8,"UNKNOWN",8
"2016-08-26 10:37:33.039",1,60.206249,25.044858,5,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:37:34.459",5,60.182272,24.987138,5,"WALKING",59,"RUNNING",16,"ON_BICYCLE",13
"2016-08-26 10:37:42.372",8,60.17235,24.941871,10,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 10:37:43.039",1,60.206304,25.04464,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:37:43.758",4,60.187609,24.976986,12,"IN_VEHICLE",39,"UNKNOWN",39,"ON_BICYCLE",12
"2016-08-26 10:37:45.438",5,60.182345,24.987389,5,"ON_BICYCLE",46,"WALKING",46,"RUNNING",8
"2016-08-26 10:37:53.214",8,60.172259,24.941888,10,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:37:54.033",1,60.206365,25.044561,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:37:55.46",5,60.182394,24.987617,5,"ON_BICYCLE",46,"WALKING",46,"RUNNING",8
"2016-08-26 10:37:58.708",2,60.18389,24.829416,3,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:38:03.811",4,60.18752,24.977039,7,"IN_VEHICLE",39,"UNKNOWN",39,"ON_BICYCLE",12
"2016-08-26 10:38:04.038",1,60.206387,25.044418,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:04.113",8,60.172158,24.941775,10,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:38:06.452",5,60.182461,24.987905,5,"WALKING",73,"ON_BICYCLE",23,"IN_VEHICLE",2
"2016-08-26 10:38:14.038",1,60.206447,25.044192,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:14.807",4,60.187504,24.976915,7,"IN_VEHICLE",39,"UNKNOWN",39,"ON_BICYCLE",12
"2016-08-26 10:38:17.448",5,60.182541,24.988184,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:38:24.047",1,60.20653,25.043946,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:26.327",8,60.171944,24.941681,10,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:38:28.446",5,60.182604,24.988453,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:38:30.704",2,60.183871,24.829495,3,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:35.04",1,60.206595,25.043671,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:37.248",8,60.171804,24.941601,11,"WALKING",62,"ON_BICYCLE",15,"UNKNOWN",15
"2016-08-26 10:38:38.453",5,60.182632,24.988708,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 10:38:41.704",2,60.183504,24.830707,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:44.862",3,60.170107,24.946911,48,"UNKNOWN",46,"IN_VEHICLE",32,"STILL",11
"2016-08-26 10:38:46.046",1,60.206553,25.043686,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:48.249",8,60.171605,24.941629,10,"WALKING",92,"RUNNING",8,"UNKNOWN",0
"2016-08-26 10:38:48.464",5,60.182615,24.988975,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 10:38:51.713",2,60.182852,24.83192,5,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:38:54.995",3,60.17079,24.947135,37.8400001525879,"UNKNOWN",46,"IN_VEHICLE",32,"STILL",11
"2016-08-26 10:38:59.449",5,60.182535,24.989274,5,"WALKING",92,"ON_BICYCLE",8,"UNKNOWN",0
"2016-08-26 10:39:02.705",2,60.18274,24.832115,6,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:39:05.337",3,60.170136,24.946957,23,"TILTING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:39:08.035",1,60.206536,25.043743,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:10.44",5,60.182434,24.989491,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:39:12.709",2,60.182701,24.832347,8,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:18.041",1,60.206503,25.043875,3,"STILL",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:21.443",5,60.182341,24.989759,5,"WALKING",85,"ON_BICYCLE",8,"RUNNING",8
"2016-08-26 10:39:22.709",2,60.181981,24.83344,6,"UNKNOWN",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:25.451",3,60.170276,24.946862,86.6399993896484,"STILL",95,"IN_VEHICLE",5,"UNKNOWN",0
"2016-08-26 10:39:28.039",1,60.206426,25.044051,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:32.443",5,60.18223,24.990023,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:39:33.706",2,60.180717,24.834206,11,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:39:35.717",3,60.169932,24.946241,37.8740005493164,"STILL",62,"IN_VEHICLE",31,"WALKING",8
"2016-08-26 10:39:38.042",1,60.206355,25.044195,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:43.449",5,60.182057,24.990082,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
"2016-08-26 10:39:43.707",2,60.179884,24.834391,12,"IN_VEHICLE",75,"ON_BICYCLE",5,"STILL",5
"2016-08-26 10:39:46.341",3,60.16916,24.947538,36,"STILL",62,"IN_VEHICLE",38,"UNKNOWN",0
"2016-08-26 10:39:49.043",1,60.206293,25.044356,4,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:39:54.077",5,60.181937,24.990266,5,"WALKING",100,"UNKNOWN",0,"UNKNOWN",0
"2016-08-26 10:40:00.043",1,60.206293,25.044549,3,"WALKING",75,"IN_VEHICLE",5,"ON_BICYCLE",5
"2016-08-26 10:40:04.085",5,60.181845,24.990444,5,"WALKING",85,"ON_BICYCLE",15,"UNKNOWN",0
